user_id,activity_date,signup_date,country,acquisition_channel
22,2024-02-06,2024-01-21,Colombia,Redes
22,2024-02-15,2024-01-21,Colombia,Redes
24,2024-02-04,2024-01-22,Chile,Orgánico
24,2024-05-19,2024-01-22,Chile,Orgánico
24,2024-02-04,2024-01-22,Chile,Orgánico
24,2024-01-31,2024-01-22,Chile,Orgánico
25,2024-04-14,2024-03-29,Chile,Referido
25,2024-04-14,2024-03-29,Chile,Referido
25,2024-06-03,2024-03-29,Chile,Referido
26,2024-06-02,2024-02-18,Argentina,Orgánico
26,2024-05-12,2024-02-18,Argentina,Orgánico
26,2024-05-13,2024-02-18,Argentina,Orgánico
26,2024-02-21,2024-02-18,Argentina,Orgánico
27,2024-05-11,2024-02-28,Argentina,Orgánico
27,2024-06-04,2024-02-28,Argentina,Orgánico
28,2024-03-11,2024-01-15,Colombia,Orgánico
28,2024-01-26,2024-01-15,Colombia,Orgánico
29,2024-02-29,2024-02-20,Colombia,Redes
29,2024-05-14,2024-02-20,Colombia,Redes
29,2024-05-13,2024-02-20,Colombia,Redes
30,2024-06-09,2024-04-17,Brasil,Orgánico
31,2024-03-01,2024-02-24,Colombia,Redes
31,2024-03-03,2024-02-24,Colombia,Redes
31,2024-02-24,2024-02-24,Colombia,Redes
31,2024-03-20,2024-02-24,Colombia,Redes
32,2024-04-16,2024-03-04,Brasil,Referido
33,2024-05-15,2024-05-10,México,Redes
33,2024-05-26,2024-05-10,México,Redes
34,2024-04-10,2024-02-20,Argentina,Referido
36,2024-03-16,2024-01-21,Colombia,Redes
36,2024-04-21,2024-01-21,Colombia,Redes
37,2024-04-08,2024-03-13,México,Pago
37,2024-05-25,2024-03-13,México,Pago
38,2024-02-12,2024-01-18,México,Email
38,2024-02-11,2024-01-18,México,Email
40,2024-05-14,2024-03-29,Colombia,Email
40,2024-04-30,2024-03-29,Colombia,Email
40,2024-06-20,2024-03-29,Colombia,Email
41,2024-05-26,2024-02-29,México,Orgánico
41,2024-05-10,2024-02-29,México,Orgánico
41,2024-03-29,2024-02-29,México,Orgánico
42,2024-03-05,2024-01-14,Brasil,Orgánico
43,2024-02-19,2024-01-09,Colombia,Referido
43,2024-01-27,2024-01-09,Colombia,Referido
43,2024-03-30,2024-01-09,Colombia,Referido
43,2024-04-18,2024-01-09,Colombia,Referido
43,2024-04-11,2024-01-09,Colombia,Referido
44,2024-04-22,2024-03-30,México,Orgánico
44,2024-05-02,2024-03-30,México,Orgánico
44,2024-05-21,2024-03-30,México,Orgánico
45,2024-06-12,2024-02-22,Colombia,Orgánico
47,2024-04-20,2024-03-24,Brasil,Email
47,2024-06-13,2024-03-24,Brasil,Email
48,2024-04-07,2024-04-01,México,Redes
49,2024-06-18,2024-04-20,Chile,Orgánico
49,2024-05-21,2024-04-20,Chile,Orgánico
50,2024-02-28,2024-01-08,Chile,Referido
50,2024-03-24,2024-01-08,Chile,Referido
51,2024-02-10,2024-02-04,Colombia,Redes
51,2024-03-14,2024-02-04,Colombia,Redes
51,2024-03-02,2024-02-04,Colombia,Redes
52,2024-06-13,2024-03-21,Chile,Redes
52,2024-05-29,2024-03-21,Chile,Redes
53,2024-05-21,2024-02-19,Brasil,Pago
53,2024-05-13,2024-02-19,Brasil,Pago
53,2024-06-09,2024-02-19,Brasil,Pago
54,2024-04-28,2024-04-13,Brasil,Orgánico
54,2024-06-12,2024-04-13,Brasil,Orgánico
56,2024-02-24,2024-01-02,Brasil,Redes
58,2024-04-20,2024-02-23,Brasil,Referido
58,2024-05-10,2024-02-23,Brasil,Referido
59,2024-06-06,2024-04-15,Colombia,Orgánico
60,2024-01-18,2024-01-04,Argentina,Pago
60,2024-02-10,2024-01-04,Argentina,Pago
60,2024-01-18,2024-01-04,Argentina,Pago
60,2024-01-08,2024-01-04,Argentina,Pago
61,2024-06-19,2024-02-23,Chile,Redes
61,2024-02-26,2024-02-23,Chile,Redes
62,2024-06-29,2024-05-25,Argentina,Pago
63,2024-03-18,2024-02-13,Chile,Email
63,2024-04-15,2024-02-13,Chile,Email
63,2024-06-10,2024-02-13,Chile,Email
63,2024-05-20,2024-02-13,Chile,Email
63,2024-05-27,2024-02-13,Chile,Email
64,2024-03-03,2024-01-14,Colombia,Orgánico
64,2024-04-01,2024-01-14,Colombia,Orgánico
65,2024-04-04,2024-04-04,Argentina,Email
65,2024-05-12,2024-04-04,Argentina,Email
66,2024-03-22,2024-02-17,México,Email
66,2024-04-02,2024-02-17,México,Email
67,2024-03-03,2024-01-15,Chile,Email
67,2024-03-13,2024-01-15,Chile,Email
67,2024-03-27,2024-01-15,Chile,Email
67,2024-03-22,2024-01-15,Chile,Email
68,2024-05-06,2024-02-09,México,Orgánico
69,2024-05-08,2024-03-22,Argentina,Orgánico
69,2024-05-11,2024-03-22,Argentina,Orgánico
69,2024-05-03,2024-03-22,Argentina,Orgánico
70,2024-05-19,2024-04-20,México,Referido
70,2024-05-25,2024-04-20,México,Referido
70,2024-06-25,2024-04-20,México,Referido
71,2024-05-16,2024-02-22,México,Pago
71,2024-04-17,2024-02-22,México,Pago
71,2024-04-29,2024-02-22,México,Pago
72,2024-02-20,2024-01-24,Argentina,Pago
72,2024-02-08,2024-01-24,Argentina,Pago
72,2024-02-29,2024-01-24,Argentina,Pago
72,2024-02-13,2024-01-24,Argentina,Pago
73,2024-05-20,2024-05-03,Colombia,Referido
74,2024-06-05,2024-02-10,México,Referido
74,2024-04-17,2024-02-10,México,Referido
74,2024-03-14,2024-02-10,México,Referido
74,2024-04-15,2024-02-10,México,Referido
75,2024-03-23,2024-01-15,México,Email
75,2024-01-24,2024-01-15,México,Email
75,2024-01-24,2024-01-15,México,Email
76,2024-02-21,2024-02-14,Colombia,Referido
76,2024-04-18,2024-02-14,Colombia,Referido
77,2024-05-28,2024-03-05,México,Redes
77,2024-04-22,2024-03-05,México,Redes
79,2024-05-10,2024-03-11,México,Referido
79,2024-04-19,2024-03-11,México,Referido
80,2024-04-17,2024-01-09,Brasil,Redes
81,2024-05-28,2024-03-28,Colombia,Redes
81,2024-06-28,2024-03-28,Colombia,Redes
83,2024-06-01,2024-05-15,Colombia,Redes
83,2024-06-30,2024-05-15,Colombia,Redes
84,2024-03-27,2024-03-03,Chile,Email
84,2024-06-19,2024-03-03,Chile,Email
84,2024-06-12,2024-03-03,Chile,Email
84,2024-06-19,2024-03-03,Chile,Email
84,2024-04-26,2024-03-03,Chile,Email
84,2024-05-25,2024-03-03,Chile,Email
86,2024-06-15,2024-03-21,México,Email
86,2024-06-01,2024-03-21,México,Email
88,2024-03-14,2024-02-02,Colombia,Redes
88,2024-03-31,2024-02-02,Colombia,Redes
88,2024-02-21,2024-02-02,Colombia,Redes
89,2024-05-03,2024-05-02,Colombia,Pago
90,2024-03-25,2024-01-05,Brasil,Redes
90,2024-02-12,2024-01-05,Brasil,Redes
90,2024-02-09,2024-01-05,Brasil,Redes
90,2024-02-13,2024-01-05,Brasil,Redes
90,2024-02-18,2024-01-05,Brasil,Redes
91,2024-03-10,2024-02-10,Chile,Redes
92,2024-02-10,2024-01-28,Colombia,Redes
92,2024-04-05,2024-01-28,Colombia,Redes
92,2024-02-14,2024-01-28,Colombia,Redes
93,2024-06-12,2024-05-14,Colombia,Pago
94,2024-03-12,2024-03-12,Brasil,Orgánico
95,2024-04-06,2024-01-12,Brasil,Orgánico
95,2024-02-07,2024-01-12,Brasil,Orgánico
95,2024-04-03,2024-01-12,Brasil,Orgánico
95,2024-04-29,2024-01-12,Brasil,Orgánico
96,2024-02-02,2024-02-02,Colombia,Email
96,2024-02-11,2024-02-02,Colombia,Email
97,2024-04-18,2024-02-17,Argentina,Email
98,2024-06-16,2024-05-30,Colombia,Pago
99,2024-04-08,2024-03-02,Colombia,Referido
99,2024-04-29,2024-03-02,Colombia,Referido
99,2024-03-10,2024-03-02,Colombia,Referido
99,2024-05-13,2024-03-02,Colombia,Referido
99,2024-06-19,2024-03-02,Colombia,Referido
100,2024-02-19,2024-02-06,Brasil,Orgánico
100,2024-05-07,2024-02-06,Brasil,Orgánico
101,2024-06-24,2024-04-08,Brasil,Email
101,2024-04-29,2024-04-08,Brasil,Email
101,2024-05-08,2024-04-08,Brasil,Email
101,2024-04-30,2024-04-08,Brasil,Email
102,2024-06-06,2024-04-13,Colombia,Orgánico
104,2024-04-21,2024-04-10,Colombia,Pago
105,2024-05-21,2024-05-10,Brasil,Referido
106,2024-03-02,2024-01-01,Colombia,Referido
106,2024-02-10,2024-01-01,Colombia,Referido
106,2024-04-04,2024-01-01,Colombia,Referido
106,2024-04-24,2024-01-01,Colombia,Referido
107,2024-03-14,2024-01-05,Colombia,Pago
107,2024-04-27,2024-01-05,Colombia,Pago
108,2024-06-21,2024-05-21,México,Email
109,2024-06-24,2024-04-12,Argentina,Orgánico
110,2024-04-28,2024-01-27,Chile,Redes
111,2024-06-01,2024-05-16,Argentina,Referido
112,2024-03-31,2024-01-15,México,Redes
112,2024-04-06,2024-01-15,México,Redes
112,2024-02-04,2024-01-15,México,Redes
113,2024-05-22,2024-03-30,Chile,Email
113,2024-05-03,2024-03-30,Chile,Email
113,2024-05-24,2024-03-30,Chile,Email
114,2024-03-27,2024-02-11,Colombia,Referido
115,2024-05-04,2024-05-03,México,Redes
115,2024-06-23,2024-05-03,México,Redes
116,2024-05-31,2024-03-03,Colombia,Email
117,2024-04-16,2024-04-05,Brasil,Orgánico
117,2024-06-12,2024-04-05,Brasil,Orgánico
118,2024-03-31,2024-02-21,México,Email
118,2024-06-17,2024-02-21,México,Email
118,2024-05-10,2024-02-21,México,Email
118,2024-04-05,2024-02-21,México,Email
118,2024-03-26,2024-02-21,México,Email
118,2024-02-23,2024-02-21,México,Email
119,2024-04-14,2024-04-05,Brasil,Referido
121,2024-06-18,2024-05-30,México,Orgánico
122,2024-06-07,2024-05-22,Brasil,Redes
123,2024-04-23,2024-01-29,Chile,Referido
123,2024-04-21,2024-01-29,Chile,Referido
123,2024-04-26,2024-01-29,Chile,Referido
123,2024-04-16,2024-01-29,Chile,Referido
124,2024-05-17,2024-02-05,Argentina,Pago
124,2024-02-22,2024-02-05,Argentina,Pago
124,2024-03-13,2024-02-05,Argentina,Pago
124,2024-06-01,2024-02-05,Argentina,Pago
124,2024-05-31,2024-02-05,Argentina,Pago
125,2024-02-29,2024-01-13,Colombia,Email
125,2024-02-25,2024-01-13,Colombia,Email
125,2024-04-03,2024-01-13,Colombia,Email
126,2024-06-20,2024-03-11,México,Pago
127,2024-05-23,2024-03-26,Colombia,Referido
127,2024-06-02,2024-03-26,Colombia,Referido
128,2024-03-28,2024-01-28,Brasil,Referido
128,2024-04-27,2024-01-28,Brasil,Referido
129,2024-03-12,2024-03-06,Colombia,Pago
129,2024-04-16,2024-03-06,Colombia,Pago
130,2024-05-15,2024-02-14,Brasil,Email
130,2024-05-21,2024-02-14,Brasil,Email
131,2024-04-09,2024-03-02,Colombia,Pago
131,2024-03-05,2024-03-02,Colombia,Pago
131,2024-03-04,2024-03-02,Colombia,Pago
131,2024-06-29,2024-03-02,Colombia,Pago
131,2024-05-04,2024-03-02,Colombia,Pago
131,2024-03-30,2024-03-02,Colombia,Pago
133,2024-03-06,2024-01-28,Argentina,Referido
134,2024-04-01,2024-01-28,Argentina,Redes
134,2024-03-30,2024-01-28,Argentina,Redes
134,2024-05-05,2024-01-28,Argentina,Redes
134,2024-03-02,2024-01-28,Argentina,Redes
135,2024-06-06,2024-04-17,Argentina,Redes
135,2024-04-18,2024-04-17,Argentina,Redes
136,2024-03-19,2024-02-13,Argentina,Orgánico
136,2024-06-09,2024-02-13,Argentina,Orgánico
136,2024-05-07,2024-02-13,Argentina,Orgánico
136,2024-04-01,2024-02-13,Argentina,Orgánico
136,2024-06-02,2024-02-13,Argentina,Orgánico
136,2024-04-22,2024-02-13,Argentina,Orgánico
137,2024-03-28,2024-03-24,Argentina,Referido
137,2024-04-07,2024-03-24,Argentina,Referido
137,2024-04-08,2024-03-24,Argentina,Referido
137,2024-03-24,2024-03-24,Argentina,Referido
137,2024-04-08,2024-03-24,Argentina,Referido
137,2024-04-29,2024-03-24,Argentina,Referido
137,2024-03-26,2024-03-24,Argentina,Referido
138,2024-03-23,2024-01-30,Brasil,Redes
138,2024-02-25,2024-01-30,Brasil,Redes
138,2024-03-07,2024-01-30,Brasil,Redes
138,2024-04-28,2024-01-30,Brasil,Redes
139,2024-05-24,2024-03-15,México,Pago
139,2024-05-17,2024-03-15,México,Pago
139,2024-06-24,2024-03-15,México,Pago
140,2024-06-21,2024-05-07,Colombia,Email
140,2024-06-06,2024-05-07,Colombia,Email
141,2024-04-26,2024-04-01,Argentina,Pago
141,2024-04-10,2024-04-01,Argentina,Pago
142,2024-06-13,2024-05-08,Brasil,Email
144,2024-02-26,2024-01-27,Brasil,Orgánico
144,2024-02-09,2024-01-27,Brasil,Orgánico
145,2024-05-04,2024-04-30,México,Pago
146,2024-05-21,2024-04-25,Colombia,Pago
146,2024-04-25,2024-04-25,Colombia,Pago
147,2024-01-27,2024-01-03,México,Pago
148,2024-06-20,2024-04-12,Chile,Email
148,2024-06-03,2024-04-12,Chile,Email
149,2024-06-21,2024-05-16,Brasil,Redes
149,2024-06-04,2024-05-16,Brasil,Redes
150,2024-03-02,2024-03-02,Chile,Pago
150,2024-06-26,2024-03-02,Chile,Pago
155,2024-05-28,2024-04-05,Chile,Redes
155,2024-06-22,2024-04-05,Chile,Redes
155,2024-04-20,2024-04-05,Chile,Redes
155,2024-04-19,2024-04-05,Chile,Redes
156,2024-05-04,2024-04-22,Colombia,Referido
156,2024-05-01,2024-04-22,Colombia,Referido
157,2024-05-27,2024-03-02,México,Orgánico
157,2024-05-11,2024-03-02,México,Orgánico
158,2024-05-09,2024-02-21,Argentina,Referido
158,2024-02-22,2024-02-21,Argentina,Referido
158,2024-06-04,2024-02-21,Argentina,Referido
158,2024-05-01,2024-02-21,Argentina,Referido
159,2024-03-28,2024-01-12,Colombia,Email
159,2024-01-12,2024-01-12,Colombia,Email
159,2024-03-11,2024-01-12,Colombia,Email
160,2024-04-02,2024-02-08,Colombia,Referido
160,2024-05-06,2024-02-08,Colombia,Referido
161,2024-06-28,2024-05-09,Argentina,Pago
161,2024-05-30,2024-05-09,Argentina,Pago
162,2024-06-30,2024-05-10,Chile,Referido
162,2024-06-28,2024-05-10,Chile,Referido
163,2024-06-26,2024-04-22,Argentina,Redes
164,2024-04-26,2024-04-10,Colombia,Email
164,2024-06-28,2024-04-10,Colombia,Email
164,2024-06-08,2024-04-10,Colombia,Email
165,2024-06-19,2024-04-22,Chile,Pago
165,2024-06-18,2024-04-22,Chile,Pago
166,2024-04-30,2024-03-21,Chile,Referido
166,2024-06-11,2024-03-21,Chile,Referido
167,2024-05-03,2024-04-22,Argentina,Email
167,2024-04-26,2024-04-22,Argentina,Email
168,2024-02-13,2024-01-02,Colombia,Email
169,2024-05-26,2024-05-09,México,Pago
169,2024-05-17,2024-05-09,México,Pago
170,2024-06-15,2024-02-23,Colombia,Referido
171,2024-06-27,2024-03-27,Brasil,Email
171,2024-03-30,2024-03-27,Brasil,Email
171,2024-06-16,2024-03-27,Brasil,Email
174,2024-06-30,2024-05-05,México,Email
175,2024-06-08,2024-05-09,Chile,Orgánico
175,2024-06-22,2024-05-09,Chile,Orgánico
175,2024-05-17,2024-05-09,Chile,Orgánico
175,2024-06-09,2024-05-09,Chile,Orgánico
175,2024-06-10,2024-05-09,Chile,Orgánico
176,2024-05-07,2024-02-22,Chile,Referido
177,2024-03-16,2024-03-08,México,Referido
177,2024-04-02,2024-03-08,México,Referido
178,2024-05-10,2024-05-02,Chile,Referido
178,2024-05-03,2024-05-02,Chile,Referido
180,2024-05-22,2024-02-07,Brasil,Referido
180,2024-03-21,2024-02-07,Brasil,Referido
180,2024-04-20,2024-02-07,Brasil,Referido
181,2024-05-03,2024-01-24,Colombia,Email
181,2024-02-22,2024-01-24,Colombia,Email
182,2024-05-02,2024-03-09,Colombia,Pago
183,2024-06-20,2024-04-25,Brasil,Orgánico
184,2024-04-24,2024-04-07,México,Redes
184,2024-06-30,2024-04-07,México,Redes
185,2024-06-08,2024-05-18,Argentina,Referido
186,2024-06-21,2024-05-23,Argentina,Referido
186,2024-05-30,2024-05-23,Argentina,Referido
187,2024-06-16,2024-04-06,Argentina,Pago
187,2024-06-27,2024-04-06,Argentina,Pago
187,2024-05-02,2024-04-06,Argentina,Pago
187,2024-05-15,2024-04-06,Argentina,Pago
188,2024-05-31,2024-05-03,Brasil,Pago
188,2024-06-10,2024-05-03,Brasil,Pago
189,2024-04-04,2024-03-10,Brasil,Redes
189,2024-06-13,2024-03-10,Brasil,Redes
189,2024-03-21,2024-03-10,Brasil,Redes
189,2024-05-20,2024-03-10,Brasil,Redes
190,2024-04-14,2024-04-02,Chile,Orgánico
190,2024-04-29,2024-04-02,Chile,Orgánico
190,2024-05-04,2024-04-02,Chile,Orgánico
191,2024-02-01,2024-01-03,Argentina,Referido
191,2024-01-28,2024-01-03,Argentina,Referido
192,2024-06-01,2024-05-27,México,Redes
193,2024-06-23,2024-05-26,México,Email
194,2024-06-08,2024-03-30,Argentina,Email
194,2024-05-18,2024-03-30,Argentina,Email
194,2024-06-26,2024-03-30,Argentina,Email
194,2024-04-11,2024-03-30,Argentina,Email
194,2024-06-22,2024-03-30,Argentina,Email
195,2024-05-27,2024-05-26,Argentina,Redes
195,2024-06-19,2024-05-26,Argentina,Redes
195,2024-06-07,2024-05-26,Argentina,Redes
197,2024-06-16,2024-04-05,Brasil,Redes
198,2024-03-20,2024-02-21,Brasil,Referido
198,2024-05-12,2024-02-21,Brasil,Referido
198,2024-03-03,2024-02-21,Brasil,Referido
198,2024-05-07,2024-02-21,Brasil,Referido
198,2024-04-01,2024-02-21,Brasil,Referido
199,2024-05-17,2024-05-07,Brasil,Pago
200,2024-05-12,2024-02-08,Colombia,Redes
200,2024-03-20,2024-02-08,Colombia,Redes
200,2024-05-22,2024-02-08,Colombia,Redes
202,2024-05-20,2024-04-13,México,Redes
202,2024-05-13,2024-04-13,México,Redes
204,2024-03-03,2024-01-11,Brasil,Referido
205,2024-06-19,2024-05-30,Colombia,Referido
205,2024-06-25,2024-05-30,Colombia,Referido
206,2024-03-09,2024-02-11,Colombia,Orgánico
207,2024-05-23,2024-04-08,México,Redes
207,2024-05-07,2024-04-08,México,Redes
208,2024-04-06,2024-01-07,Brasil,Email
208,2024-04-28,2024-01-07,Brasil,Email
214,2024-02-02,2024-01-02,Argentina,Email
214,2024-01-27,2024-01-02,Argentina,Email
214,2024-03-11,2024-01-02,Argentina,Email
214,2024-02-11,2024-01-02,Argentina,Email
214,2024-03-08,2024-01-02,Argentina,Email
214,2024-04-07,2024-01-02,Argentina,Email
214,2024-01-02,2024-01-02,Argentina,Email
215,2024-06-11,2024-05-08,Chile,Referido
216,2024-04-10,2024-02-17,México,Redes
216,2024-02-19,2024-02-17,México,Redes
216,2024-04-09,2024-02-17,México,Redes
217,2024-06-03,2024-05-19,Brasil,Pago
218,2024-05-03,2024-02-06,Argentina,Orgánico
218,2024-05-27,2024-02-06,Argentina,Orgánico
218,2024-03-23,2024-02-06,Argentina,Orgánico
219,2024-04-04,2024-01-09,Brasil,Email
220,2024-04-22,2024-04-08,México,Redes
222,2024-03-03,2024-02-17,Colombia,Redes
222,2024-05-25,2024-02-17,Colombia,Redes
222,2024-05-16,2024-02-17,Colombia,Redes
222,2024-05-08,2024-02-17,Colombia,Redes
223,2024-05-30,2024-05-10,México,Redes
223,2024-05-26,2024-05-10,México,Redes
223,2024-06-01,2024-05-10,México,Redes
224,2024-06-18,2024-05-27,Chile,Referido
226,2024-05-31,2024-02-23,Colombia,Referido
226,2024-06-21,2024-02-23,Colombia,Referido
226,2024-06-02,2024-02-23,Colombia,Referido
227,2024-05-14,2024-04-29,Chile,Pago
227,2024-06-28,2024-04-29,Chile,Pago
228,2024-06-15,2024-05-31,Brasil,Redes
229,2024-05-29,2024-04-25,Argentina,Orgánico
230,2024-03-20,2024-03-15,México,Email
230,2024-06-10,2024-03-15,México,Email
230,2024-04-10,2024-03-15,México,Email
231,2024-04-24,2024-04-22,Argentina,Referido
231,2024-06-30,2024-04-22,Argentina,Referido
232,2024-04-26,2024-04-13,Brasil,Referido
232,2024-06-05,2024-04-13,Brasil,Referido
232,2024-06-22,2024-04-13,Brasil,Referido
232,2024-05-28,2024-04-13,Brasil,Referido
232,2024-05-13,2024-04-13,Brasil,Referido
233,2024-04-09,2024-03-24,Colombia,Redes
233,2024-04-06,2024-03-24,Colombia,Redes
235,2024-06-28,2024-04-08,Colombia,Pago
236,2024-06-26,2024-04-02,México,Pago
236,2024-06-23,2024-04-02,México,Pago
236,2024-05-01,2024-04-02,México,Pago
238,2024-05-21,2024-05-07,Chile,Redes
238,2024-06-06,2024-05-07,Chile,Redes
238,2024-06-18,2024-05-07,Chile,Redes
239,2024-04-20,2024-04-19,Argentina,Orgánico
240,2024-05-19,2024-03-22,México,Email
240,2024-06-19,2024-03-22,México,Email
241,2024-03-22,2024-02-23,Colombia,Redes
241,2024-03-04,2024-02-23,Colombia,Redes
242,2024-06-14,2024-03-08,Colombia,Redes
242,2024-03-16,2024-03-08,Colombia,Redes
242,2024-06-14,2024-03-08,Colombia,Redes
243,2024-03-11,2024-02-02,Brasil,Pago
243,2024-04-19,2024-02-02,Brasil,Pago
244,2024-06-10,2024-05-21,Brasil,Email
245,2024-04-07,2024-01-21,Colombia,Referido
245,2024-04-01,2024-01-21,Colombia,Referido
246,2024-04-14,2024-02-17,Colombia,Redes
246,2024-03-05,2024-02-17,Colombia,Redes
248,2024-05-08,2024-05-07,Chile,Redes
248,2024-05-21,2024-05-07,Chile,Redes
249,2024-06-11,2024-05-15,Brasil,Referido
249,2024-05-28,2024-05-15,Brasil,Referido
252,2024-06-15,2024-05-07,Colombia,Email
253,2024-03-16,2024-02-02,Chile,Orgánico
253,2024-04-17,2024-02-02,Chile,Orgánico
253,2024-03-29,2024-02-02,Chile,Orgánico
254,2024-05-27,2024-04-24,Colombia,Pago
255,2024-05-21,2024-04-28,Colombia,Email
256,2024-04-28,2024-01-22,Argentina,Orgánico
256,2024-02-20,2024-01-22,Argentina,Orgánico
256,2024-04-02,2024-01-22,Argentina,Orgánico
256,2024-05-03,2024-01-22,Argentina,Orgánico
256,2024-03-24,2024-01-22,Argentina,Orgánico
257,2024-03-17,2024-02-07,Chile,Redes
257,2024-05-08,2024-02-07,Chile,Redes
258,2024-06-09,2024-04-18,Chile,Redes
259,2024-03-15,2024-02-20,Colombia,Referido
259,2024-02-26,2024-02-20,Colombia,Referido
260,2024-04-24,2024-01-08,México,Pago
261,2024-02-06,2024-01-27,Argentina,Redes
261,2024-05-09,2024-01-27,Argentina,Redes
261,2024-04-02,2024-01-27,Argentina,Redes
262,2024-02-14,2024-01-27,Colombia,Pago
262,2024-03-24,2024-01-27,Colombia,Pago
262,2024-02-04,2024-01-27,Colombia,Pago
263,2024-05-07,2024-01-21,Brasil,Redes
263,2024-02-14,2024-01-21,Brasil,Redes
263,2024-02-08,2024-01-21,Brasil,Redes
263,2024-02-28,2024-01-21,Brasil,Redes
264,2024-04-01,2024-01-30,Brasil,Referido
264,2024-04-06,2024-01-30,Brasil,Referido
265,2024-04-15,2024-04-06,Argentina,Email
265,2024-06-27,2024-04-06,Argentina,Email
265,2024-05-05,2024-04-06,Argentina,Email
265,2024-04-27,2024-04-06,Argentina,Email
266,2024-03-07,2024-01-28,México,Referido
266,2024-05-14,2024-01-28,México,Referido
266,2024-04-29,2024-01-28,México,Referido
266,2024-04-30,2024-01-28,México,Referido
266,2024-01-29,2024-01-28,México,Referido
268,2024-06-12,2024-03-01,Chile,Redes
268,2024-06-17,2024-03-01,Chile,Redes
268,2024-03-19,2024-03-01,Chile,Redes
268,2024-06-04,2024-03-01,Chile,Redes
269,2024-04-13,2024-02-17,Argentina,Orgánico
269,2024-03-29,2024-02-17,Argentina,Orgánico
269,2024-05-24,2024-02-17,Argentina,Orgánico
269,2024-02-25,2024-02-17,Argentina,Orgánico
269,2024-06-15,2024-02-17,Argentina,Orgánico
270,2024-06-16,2024-05-26,México,Orgánico
270,2024-06-05,2024-05-26,México,Orgánico
270,2024-06-02,2024-05-26,México,Orgánico
271,2024-02-12,2024-01-04,Chile,Pago
271,2024-02-06,2024-01-04,Chile,Pago
271,2024-04-08,2024-01-04,Chile,Pago
271,2024-03-22,2024-01-04,Chile,Pago
272,2024-02-12,2024-02-04,Brasil,Redes
272,2024-03-07,2024-02-04,Brasil,Redes
272,2024-04-03,2024-02-04,Brasil,Redes
272,2024-05-26,2024-02-04,Brasil,Redes
273,2024-06-16,2024-02-18,Brasil,Orgánico
273,2024-06-11,2024-02-18,Brasil,Orgánico
273,2024-03-01,2024-02-18,Brasil,Orgánico
274,2024-01-26,2024-01-17,Chile,Email
274,2024-03-29,2024-01-17,Chile,Email
275,2024-04-03,2024-02-15,Argentina,Orgánico
275,2024-05-13,2024-02-15,Argentina,Orgánico
275,2024-02-25,2024-02-15,Argentina,Orgánico
277,2024-02-04,2024-01-06,Colombia,Pago
277,2024-01-17,2024-01-06,Colombia,Pago
278,2024-06-26,2024-04-08,Chile,Orgánico
278,2024-04-14,2024-04-08,Chile,Orgánico
278,2024-04-29,2024-04-08,Chile,Orgánico
279,2024-05-14,2024-05-03,Chile,Referido
279,2024-05-09,2024-05-03,Chile,Referido
279,2024-06-26,2024-05-03,Chile,Referido
